user_id,name,age,gender,height_cm,weight_kg,goal,activity_level,steps_per_day,calories_intake,calories_burned,protein_intake_g,carbs_intake_g,fat_intake_g,water_intake_l,sleep_hours,workout_type,workout_duration_min,diet_type,body_fat_pct,heart_rate_avg,blood_pressure_sys,blood_pressure_dia,stress_level,mood,weekly_progress,trainer_assigned,membership_type,last_active_days,bmi
U0632,User632,20,mal,172.0,49.0,Weight Loss,High,10005,1685,446,36,218.0,74,3.0,4.8,Yoga,33,Vegan,33.2,92,131,72,1,Stressed,-0.03,No,Premium,29,16.56
U0633,User633,41,Male,159.0,51.0,Muscle Gain,Low,3571,3499,372,32,146.0,78,1.9,7.5,Mixed,15,Vegan,12.1,66,119,73,2,Tired,2.0,Yes,Premium,8,20.17
U0634,User634,41,Male,151.0,100.0,Maintain Fitness,Low,7841,1456,190,146,151.0,47,1.6,6.2,Mixed,110,Balanced,29.1,56,144,88,3,Tired,0.76,Yes,Premium,44,43.86
U0635,User635,63,Male,163.0,74.0,Maintain Fitness,Low,17889,2998,1074,108,314.0,62,3.6,6.1,Strength,94,Keto,32.3,67,106,87,5,Happy,1.53,No,Free,22,27.85
U0636,,55,Male,,,Maintain Fitness,Low,10792,2157,410,126,,75,3.1,4.1,,102,Vegan,26.5,57,128,84,1,Stressed,-2.39,Yes,,35,28.25
U0637,User637,18,Male,172.0,51.0,Maintain Fitness,Medium,2991,3267,273,46,286.0,115,4.1,8.2,Yoga,23,Vegan,9.8,57,119,83,3,Happy,1.76,No,Free,0,17.24
U0638,User638,24,Female,192.0,80.0,Weight Loss,meduim,5726,2853,337,117,296.0,112,1.3,8.8,Mixed,20,Vegan,14.8,91,142,91,5,Happy,2.6,Yes,Free,21,21.7
U0639,User639,57,Female,161.0,54.0,Muscle Gain,Medium,16119,1890,779,91,215.0,49,3.7,6.0,Cardio,59,Keto,14.6,67,119,79,5,Happy,-1.19,No,Free,22,20.83
U0640,User640,47,Male,161.0,65.0,Weight Loss,Low,5539,2033,1195,101,342.0,35,4.0,8.2,Strength,81,Balanced,23.4,102,139,86,4,Stressed,1.73,Yes,Free,20,25.08
U0641,User641,51,Female,187.0,58.0,Muscle Gain,High,4254,2532,492,55,165.0,50,3.7,9.3,Yoga,118,Balanced,29.4,68,113,80,5,Energetic,-1.99,Yes,Premium,9,16.59
U0642,User642,36,Male,166.0,47.0,Maintain Fitness,High,8724,3718,964,116,396.0,43,3.6,4.4,Cardio,26,High Protein,15.5,83,142,73,3,Tired,-0.14,No,Premium,16,17.06
U0643,User643,18,Male,170.0,45.0,Weight Loss,meduim,5261,2577,919,42,123.0,69,4.4,9.4,Strength,126,Balanced,14.9,94,140,73,2,Tired,2.9,No,Premium,24,15.57
U0644,User644,19,Female,151.0,46.0,Weight Loss,Low,13296,2510,1170,113,165.0,119,4.2,3.8,Strength,114,Balanced,22.5,91,117,88,1,Stressed,0.86,Yes,Premium,15,20.17
U0645,User645,28,Male,175.0,94.0,Muscle Gain,Low,6831,2485,529,145,371.0,60,3.0,5.0,Mixed,87,Balanced,29.2,55,120,72,1,Stressed,-2.85,Yes,Premium,2,30.69
U0646,User646,40,Male,185.0,66.0,Maintain Fitness,Medium,12855,2482,1177,78,191.0,54,1.5,3.8,Yoga,116,Balanced,15.2,83,109,68,1,Happy,-1.54,Yes,Premium,32,19.28
U0647,User647,20,Male,174.0,109.0,Weight Loss,Low,12274,2681,667,87,345.0,43,3.4,7.6,Mixed,124,Vegan,10.4,69,138,73,4,Happy,0.92,No,Premium,28,36.0
U0648,User648,56,Female,170.0,73.0,Maintain Fitness,Medium,5362,1905,1099,140,149.0,30,2.4,7.3,Cardio,67,Keto,23.7,73,127,90,3,Happy,-1.38,No,Free,18,25.26
U0649,User649,30,Male,157.0,86.0,Muscle Gain,Medium,10464,2854,362,73,330.0,51,1.6,3.7,Cardio,128,Vegan,15.8,75,138,85,2,Energetic,-2.87,No,Premium,40,34.89
U0650,User650,51,Male,150.0,51.0,Maintain Fitness,Medium,6669,1914,521,125,174.0,105,1.2,5.9,Cardio,135,High Protein,33.2,67,116,70,4,Stressed,2.46,No,Free,34,22.67
U0651,User651,33,Female,182.0,107.0,Muscle Gain,High,12101,3662,242,131,194.0,52,2.4,3.8,Cardio,126,Vegan,28.0,83,124,90,3,Stressed,-2.46,No,Free,20,32.3
U0652,User652,60,Female,178.0,92.0,Muscle Gain,Low,16060,2300,675,113,228.0,66,4.0,6.8,Cardio,144,Vegan,33.1,100,123,70,1,Tired,0.23,No,Free,36,29.04
U0653,User653,25,Male,184.0,78.0,Muscle Gain,meduim,9528,1433,1008,115,396.0,71,1.3,5.1,Cardio,18,Vegan,25.5,88,131,71,3,Stressed,-0.7,No,Free,17,23.04
U0654,User654,19,Female,193.0,59.0,Maintain Fitness,High,16173,3522,362,38,246.0,75,3.4,4.6,Mixed,37,Keto,12.2,70,128,75,5,Tired,2.44,No,Premium,4,15.84
U0655,User655,63,Female,160.0,107.0,Weight Loss,Low,7708,3415,194,57,264.0,73,3.9,4.3,Mixed,130,Keto,23.3,67,126,74,4,Happy,0.03,Yes,Free,34,41.8
U0656,User656,22,Female,177.0,55.0,Muscle Gain,Medium,10164,2565,488,45,227.0,50,2.4,5.4,Strength,131,Keto,13.5,91,144,72,2,Tired,-0.35,Yes,Free,8,17.56
U0657,User657,60,Male,172.0,99.0,Muscle Gain,Medium,13447,1468,501,69,175.0,59,2.9,4.5,Yoga,99,High Protein,10.0,72,133,90,4,Energetic,-2.19,Yes,Free,33,33.46
U0658,User658,57,Male,175.0,54.0,Muscle Gain,meduim,11054,3031,326,154,127.0,99,4.3,5.5,Strength,108,Balanced,22.9,84,115,94,4,Happy,0.93,Yes,Premium,32,17.63
U0659,User659,19,Male,163.0,81.0,Maintain Fitness,Medium,10458,1787,548,125,372.0,76,1.4,4.0,Mixed,126,Keto,9.8,101,123,74,3,Tired,0.86,Yes,Premium,14,30.49
U0660,User660,23,Female,184.0,108.0,Maintain Fitness,Medium,10254,1866,334,63,177.0,55,2.3,8.6,Mixed,65,Keto,16.0,80,116,66,1,Stressed,-2.26,Yes,Premium,31,31.9
U0661,,21,Female,,,Muscle Gain,Medium,8279,2683,1049,61,,54,4.3,4.8,,88,High Protein,19.7,103,138,66,3,Tired,1.96,No,,0,30.27
U0662,User662,46,Male,189.0,58.0,Weight Loss,High,16393,3010,1052,141,289.0,82,2.5,9.2,Cardio,64,High Protein,23.9,82,122,80,5,Energetic,2.71,No,Premium,37,16.24
U0663,User663,20,Female,168.0,68.0,Weight Loss,Low,15931,1918,193,146,316.0,68,1.4,7.1,Mixed,89,Vegan,18.8,59,111,87,1,Happy,-0.3,Yes,Premium,32,24.09
U0664,User664,45,Male,166.0,86.0,Weight Loss,Medium,3787,1627,670,108,174.0,43,3.2,3.9,Strength,61,Keto,27.6,74,136,66,5,Happy,-1.91,Yes,Free,43,31.21
U0665,User665,32,Male,156.0,100.0,Weight Loss,Medium,10315,1477,309,92,128.0,57,4.1,5.2,Strength,57,Balanced,21.6,86,125,71,3,Tired,-0.5,Yes,Free,43,41.09
U0666,User666,30,Male,177.0,100.0,Weight Loss,Low,15782,2360,1020,46,314.0,33,3.1,5.4,Cardio,41,Keto,33.5,55,106,76,2,Happy,2.83,Yes,Premium,22,31.92
U0667,User667,22,mal,156.0,103.0,Muscle Gain,High,12746,1432,1154,95,285.0,93,3.6,8.3,Mixed,66,Vegan,12.8,62,141,73,1,Happy,1.28,Yes,Premium,18,42.32
U0668,User668,41,Male,169.0,65.0,Maintain Fitness,Medium,8207,2260,641,100,150.0,69,2.6,3.6,Mixed,124,Balanced,27.4,87,132,67,2,Stressed,1.12,Yes,Premium,21,22.76
U0669,User669,31,Male,173.0,65.0,Maintain Fitness,High,16123,2405,397,105,102.0,56,1.7,9.5,Cardio,54,Vegan,34.6,89,138,83,1,Energetic,1.27,No,Premium,6,21.72
U0670,User670,36,Female,164.0,102.0,Maintain Fitness,High,17880,3194,544,100,142.0,50,2.9,7.5,Yoga,74,High Protein,22.2,68,141,90,3,Stressed,0.46,No,Premium,18,37.92
U0671,User671,54,Male,175.0,60.0,Muscle Gain,High,14934,2846,559,156,100.0,47,2.6,8.2,Mixed,52,Keto,14.6,92,137,67,4,Stressed,2.97,Yes,Free,17,19.59
U0672,User672,22,Female,159.0,70.0,Muscle Gain,High,15326,1793,796,133,378.0,33,4.0,8.2,Cardio,58,Balanced,21.9,78,136,68,1,Energetic,-1.27,Yes,Premium,28,27.69
U0673,User673,43,mal,177.0,83.0,Muscle Gain,Medium,13141,2253,604,137,209.0,66,3.1,8.9,Mixed,87,Keto,31.5,73,127,81,5,Happy,0.17,No,Free,19,26.49
U0674,User674,40,Female,166.0,76.0,Weight Loss,High,15886,1471,571,140,173.0,115,4.1,4.8,Cardio,60,Vegan,13.9,74,139,82,2,Happy,-1.37,Yes,Premium,44,27.58
U0675,User675,58,Male,168.0,54.0,Maintain Fitness,Low,3974,2889,465,41,322.0,64,1.4,8.7,Strength,55,Keto,12.9,75,116,87,4,Energetic,0.52,No,Free,28,19.13
U0676,User676,25,Female,161.0,96.0,Weight Loss,High,7022,3272,204,54,241.0,108,2.8,4.5,Yoga,23,Vegan,13.6,57,138,75,2,Stressed,2.33,No,Premium,35,37.04
U0677,User677,60,Male,165.0,77.0,Maintain Fitness,Low,6491,3695,925,54,177.0,20,1.5,6.2,Cardio,53,Vegan,11.8,96,110,82,5,Stressed,2.36,No,Free,16,28.28
U0678,User678,20,Male,173.0,98.0,Maintain Fitness,High,3742,1444,182,139,307.0,106,4.2,5.4,Mixed,20,Vegan,33.3,87,137,70,4,Happy,-1.5,No,Free,20,32.74
U0679,User679,37,Male,157.0,91.0,Maintain Fitness,Low,6310,2415,731,159,342.0,93,4.3,8.7,Cardio,146,Keto,13.2,93,122,94,4,Happy,1.45,No,Premium,17,36.92
U0680,User680,37,mal,169.0,104.0,Muscle Gain,Medium,15247,1584,220,40,153.0,62,3.7,5.2,Yoga,129,Vegan,22.5,103,112,79,2,Happy,2.3,Yes,Premium,32,36.41
U0681,User681,22,Female,158.0,70.0,Maintain Fitness,Low,6979,2132,482,114,159.0,114,2.9,9.4,Cardio,116,Balanced,25.2,99,139,72,3,Energetic,0.31,No,Premium,4,28.04
U0682,User682,61,Male,192.0,101.0,Weight Loss,Medium,11695,1458,816,96,184.0,21,2.9,7.4,Yoga,84,High Protein,25.4,100,112,68,1,Energetic,2.01,Yes,Free,27,27.4
U0683,User683,43,Male,180.0,46.0,Muscle Gain,Medium,3681,2496,764,52,235.0,117,1.2,6.3,Mixed,55,High Protein,32.3,65,141,83,3,Happy,-2.58,Yes,Free,23,14.2
U0684,User684,34,Male,164.0,68.0,Muscle Gain,Low,16600,2722,448,151,126.0,66,3.0,5.9,Cardio,111,Vegan,33.4,98,143,88,4,Stressed,-2.49,Yes,Premium,41,25.28
U0685,User685,19,Male,171.0,88.0,Maintain Fitness,Medium,9947,3510,918,125,324.0,39,4.2,6.9,Cardio,17,High Protein,29.0,92,108,72,1,Tired,1.31,No,Premium,0,30.09
U0686,User686,20,Female,168.0,66.0,Maintain Fitness,Low,2022,2951,863,131,139.0,83,3.6,6.2,Cardio,41,Keto,9.5,71,106,83,4,Stressed,0.14,No,Free,27,23.38
U0687,User687,27,Male,175.0,50.0,Maintain Fitness,Low,9346,3546,751,56,100.0,73,1.5,7.0,Mixed,45,Vegan,27.2,59,139,81,4,Tired,1.33,No,Premium,10,16.33
U0688,User688,55,Male,157.0,57.0,Weight Loss,Low,2340,3711,1032,32,334.0,36,3.7,6.1,Mixed,129,Keto,25.9,56,117,88,5,Stressed,2.87,Yes,Free,2,23.12
U0689,User689,19,Male,188.0,64.0,Muscle Gain,High,14959,3438,1122,99,156.0,82,3.4,8.4,Strength,79,High Protein,27.7,97,109,66,3,Energetic,0.9,No,Free,24,18.11
U0690,User690,42,Male,150.0,55.0,Weight Loss,Low,12135,2857,1053,158,264.0,108,2.7,6.7,Cardio,50,High Protein,13.3,76,117,69,4,Energetic,0.24,No,Free,8,24.44
U0691,User691,38,Male,187.0,82.0,Maintain Fitness,Medium,15522,1988,295,54,303.0,30,3.3,8.0,Strength,37,High Protein,10.9,74,106,73,3,Energetic,-0.77,No,Premium,34,23.45
U0692,User692,35,Male,150.0,45.0,Weight Loss,Medium,11179,2153,544,38,396.0,37,1.9,6.0,Strength,112,High Protein,19.7,73,112,90,5,Tired,2.39,No,Free,27,20.0
U0693,User693,39,Male,182.0,83.0,Weight Loss,Low,16165,2723,209,75,306.0,48,1.5,8.1,Mixed,123,Vegan,34.5,82,115,81,3,Stressed,2.94,No,Premium,24,25.06
U0694,User694,51,mal,171.0,88.0,Maintain Fitness,Low,3074,2501,726,142,342.0,57,2.5,9.1,Strength,141,High Protein,14.3,90,122,93,4,Tired,0.16,No,Premium,1,30.09
U0695,User695,59,Male,179.0,61.0,Muscle Gain,Medium,13133,1794,236,122,226.0,22,3.6,9.2,Cardio,24,High Protein,18.2,94,119,71,3,Energetic,1.39,Yes,Free,17,19.04
U0696,User696,62,Male,161.0,55.0,Muscle Gain,High,15409,3677,698,79,364.0,110,3.3,6.1,Mixed,45,Keto,13.9,62,122,76,1,Happy,-1.7,No,Free,37,21.22
U0697,User697,54,Female,161.0,87.0,Muscle Gain,Medium,6664,3145,271,119,200.0,80,3.6,3.9,Mixed,46,Keto,15.3,86,144,74,5,Energetic,0.49,No,Premium,33,33.56
U0698,User698,56,Female,165.0,69.0,Muscle Gain,Medium,3622,3151,831,138,377.0,23,3.2,7.2,Mixed,28,Balanced,16.4,86,125,73,3,Happy,-0.44,No,Premium,39,25.34
U0699,User699,47,Male,150.0,90.0,Muscle Gain,Low,4197,3658,326,142,159.0,33,3.2,6.7,Yoga,88,Vegan,26.8,78,140,72,5,Energetic,0.96,No,Free,10,40.0
U0700,User700,50,Female,193.0,57.0,Muscle Gain,Medium,9026,3373,1106,113,148.0,71,3.9,4.4,Cardio,69,Vegan,30.2,72,128,68,4,Stressed,1.76,Yes,Premium,21,15.3
U0701,User701,23,Female,189.0,47.0,Muscle Gain,High,5396,1678,1127,51,269.0,22,2.6,5.6,Mixed,127,High Protein,8.8,90,141,68,2,Tired,2.33,Yes,Free,0,13.16
U0702,User702,30,Female,172.0,79.0,Maintain Fitness,Medium,14855,1915,470,91,180.0,38,3.9,4.2,Cardio,28,Keto,14.0,67,119,94,1,Stressed,1.7,Yes,Free,7,26.7
U0703,User703,37,Male,150.0,67.0,Maintain Fitness,Low,6065,2550,850,133,246.0,41,2.7,8.7,Strength,144,Vegan,18.3,89,127,80,3,Happy,1.51,No,Premium,31,29.78
U0704,User704,51,Female,172.0,107.0,Maintain Fitness,Low,2132,1794,976,139,259.0,47,3.3,7.6,Yoga,26,Vegan,22.9,57,130,86,1,Tired,2.46,Yes,Free,35,36.17
U0705,User705,30,Female,175.0,88.0,Maintain Fitness,High,17573,2365,789,150,396.0,46,2.9,9.0,Cardio,76,Balanced,13.2,69,129,80,4,Tired,1.58,Yes,Free,3,28.73
U0706,User706,59,Female,153.0,103.0,Muscle Gain,High,13780,2033,1027,33,288.0,66,2.1,8.7,Cardio,25,Balanced,22.0,61,120,80,4,Energetic,1.85,Yes,Free,34,44.0
U0707,User707,39,Female,163.0,74.0,Weight Loss,Medium,9407,1451,219,154,377.0,20,1.9,6.8,Cardio,85,Balanced,30.8,98,121,83,2,Tired,2.17,Yes,Free,42,27.85
U0708,User708,38,Female,184.0,48.0,Weight Loss,Low,3450,1697,496,119,222.0,22,3.7,8.2,Yoga,85,Balanced,31.6,98,140,88,5,Tired,1.97,No,Premium,41,14.18
U0709,User709,31,Male,185.0,71.0,Maintain Fitness,High,6529,2459,458,94,209.0,24,1.8,5.6,Strength,138,Keto,19.0,102,139,69,2,Stressed,-0.96,No,Free,13,20.75
U0710,User710,53,Female,191.0,91.0,Muscle Gain,Low,13939,2182,599,108,234.0,20,2.3,5.5,Mixed,81,High Protein,24.6,98,128,69,1,Happy,-2.62,Yes,Premium,26,24.94
U0711,User711,22,Female,184.0,46.0,Weigh Loss,High,17715,3488,964,64,293.0,21,3.2,7.0,Cardio,130,High Protein,15.1,86,116,78,4,Happy,-2.7,No,Free,2,13.59
U0712,User712,37,Male,182.0,97.0,Muscle Gain,Medium,10776,1626,374,119,241.0,29,1.8,6.8,Strength,77,Vegan,22.4,59,131,80,2,Tired,1.01,No,Premium,13,29.28
U0713,User713,59,Male,175.0,62.0,Maintain Fitness,Medium,16116,3605,1004,120,207.0,92,1.4,5.3,Mixed,106,High Protein,23.8,101,141,88,3,Stressed,-2.97,No,Free,4,20.24
U0714,User714,57,Female,153.0,76.0,Maintain Fitness,Low,4445,2316,914,76,177.0,111,1.3,8.8,Strength,120,Balanced,22.0,104,120,84,3,Happy,-0.62,No,Free,33,32.47
U0715,User715,29,Male,160.0,104.0,Muscle Gain,Low,10808,2391,369,147,112.0,89,3.9,6.3,Mixed,99,Balanced,33.3,65,135,94,2,Tired,0.66,Yes,Free,28,40.62
U0716,User716,64,Male,167.0,51.0,Maintain Fitness,Low,17307,2133,274,55,251.0,89,3.9,5.0,Strength,54,Vegan,13.8,67,140,74,1,Happy,1.14,No,Free,38,18.29
U0717,User717,57,Female,161.0,67.0,Weight Loss,Medium,3334,1988,355,142,221.0,22,1.8,8.6,Cardio,102,Vegan,33.5,62,113,81,4,Happy,2.87,No,Premium,0,25.85
U0718,User718,46,Female,187.0,109.0,Weight Loss,Medium,14197,3428,729,91,199.0,65,2.9,8.0,Mixed,15,Balanced,30.4,73,116,87,1,Happy,2.97,Yes,Premium,12,31.17
U0719,User719,52,Male,166.0,94.0,Weight Loss,High,3174,2311,238,125,339.0,32,1.4,6.7,Yoga,36,Keto,24.6,89,125,76,5,Happy,-1.7,Yes,Premium,36,34.11
U0720,User720,55,Male,189.0,96.0,Weight Loss,Medium,12399,1422,405,108,276.0,98,1.7,6.0,Mixed,99,Vegan,20.5,76,143,86,1,Energetic,0.33,No,Premium,43,26.87
U0721,User721,29,Female,167.0,77.0,Maintain Fitness,High,8182,1909,856,31,122.0,51,2.0,8.5,Yoga,75,Vegan,11.2,94,135,77,1,Tired,-1.18,No,Premium,40,27.61
U0722,User722,64,Female,194.0,80.0,Muscle Gain,meduim,12130,1953,871,120,278.0,48,2.9,7.2,Cardio,137,Vegan,34.5,62,129,93,4,Stressed,-2.8,Yes,Free,4,21.26
U0723,User723,29,Female,192.0,83.0,Maintain Fitness,Medium,17672,1542,1072,112,162.0,87,3.5,4.1,Cardio,33,Keto,34.8,82,122,65,3,Energetic,-2.12,Yes,Free,7,22.52
U0724,User724,37,Male,184.0,91.0,Weight Loss,Low,14945,3315,783,62,107.0,62,3.9,6.4,Cardio,44,High Protein,29.9,62,128,84,4,Happy,0.5,No,Free,19,26.88
U0725,User725,43,Male,189.0,96.0,Maintain Fitness,High,6052,2000,599,113,243.0,109,1.5,5.1,Cardio,105,Vegan,26.4,61,113,67,1,Happy,2.2,No,Free,44,26.87
U0726,User726,50,Female,160.0,52.0,Muscle Gain,High,17213,2302,1016,73,297.0,117,3.8,8.3,Mixed,120,Vegan,20.5,61,122,84,3,Stressed,0.32,No,Free,0,20.31
U0727,User727,58,Male,193.0,81.0,Weight Loss,Medium,8152,1891,952,35,255.0,119,2.4,8.4,Yoga,45,High Protein,21.6,58,124,90,5,Stressed,0.47,No,Free,15,21.75
U0728,User728,55,Female,182.0,98.0,Muscle Gain,Medium,13852,1419,736,97,200.0,110,3.4,8.7,Mixed,125,Keto,22.7,89,141,81,4,Stressed,2.94,No,Free,25,29.59
U0729,User729,45,Male,163.0,79.0,Maintain Fitness,High,7515,3091,399,145,120.0,28,1.8,8.0,Cardio,77,Keto,14.8,74,140,81,1,Tired,1.07,No,Free,9,29.73
U0730,,48,Male,,,Muscle Gain,High,10137,2609,945,63,,26,2.8,5.9,,63,Balanced,22.3,99,141,88,5,Stressed,-0.01,No,,2,24.4
U0731,,46,Male,,,Weight Loss,Medium,7254,2711,790,87,,104,2.4,6.1,,102,Vegan,16.5,70,112,71,5,Tired,2.17,Yes,,34,16.52
U0732,,40,Female,,,Maintain Fitness,High,12286,2933,363,132,,43,1.8,4.5,,56,Keto,19.5,103,135,88,5,Stressed,2.85,No,,3,33.33
U0733,User733,28,Female,157.0,62.0,Maintain Fitness,Medium,9034,3026,645,31,183.0,44,3.9,5.5,Strength,73,High Protein,15.6,75,106,85,3,Tired,0.21,No,Premium,23,25.15
U0734,User734,35,Male,172.0,68.0,Weight Loss,Medium,17066,2384,690,73,104.0,86,3.0,3.8,Yoga,65,Balanced,24.1,83,144,90,4,Happy,1.69,Yes,Free,42,22.99
U0735,User735,23,Female,161.0,56.0,Maintain Fitness,Medium,14661,2830,1028,147,227.0,92,1.4,6.1,Strength,142,Balanced,34.5,69,139,66,4,Happy,2.95,No,Premium,37,21.6
U0736,User736,39,Male,183.0,92.0,Maintain Fitness,Medium,3749,2646,1074,71,157.0,34,1.9,6.0,Mixed,147,Vegan,29.5,98,108,87,5,Stressed,0.01,No,Free,24,27.47
U0737,User737,22,Male,184.0,91.0,Weight Loss,High,8820,1923,220,111,301.0,72,2.3,7.6,Yoga,34,Balanced,10.3,91,142,93,5,Tired,-2.77,No,Premium,25,26.88
U0738,User738,23,Female,190.0,100.0,Maintain Fitness,High,2468,3472,1128,56,201.0,21,2.1,5.6,Strength,23,Balanced,8.5,90,117,88,1,Happy,-1.87,No,Free,2,27.7
U0739,User739,47,Male,193.0,80.0,Maintain Fitness,Low,6938,2369,321,80,205.0,97,1.9,8.8,Yoga,64,Keto,21.0,78,113,78,4,Energetic,-0.17,Yes,Free,41,21.48
U0740,,59,Male,,,Maintain Fitness,Low,10772,1815,464,31,,26,1.7,3.7,,60,Balanced,17.6,71,118,81,3,Tired,-0.9,No,,10,40.06
U0741,User741,56,Male,178.0,81.0,Maintain Fitness,High,3593,3570,1138,92,199.0,47,3.6,8.7,Cardio,115,Balanced,26.7,75,133,91,1,Energetic,2.99,Yes,Free,10,25.56
U0742,User742,40,Female,160.0,74.0,Weight Loss,High,5209,2600,866,116,283.0,109,1.8,4.0,Strength,33,Keto,28.5,79,106,88,4,Stressed,-0.35,No,Free,2,28.91
U0743,User743,63,Male,163.0,106.0,Weight Loss,High,16910,2648,1070,71,318.0,34,3.5,4.8,Yoga,110,Vegan,20.0,70,113,77,3,Energetic,-2.83,No,Free,15,39.9
U0744,User744,64,Male,151.0,71.0,Weight Loss,Low,8256,2865,868,82,169.0,33,4.2,3.9,Yoga,140,High Protein,28.9,98,119,66,1,Happy,1.41,Yes,Premium,16,31.14
U0745,,28,Female,,,Weigh Loss,High,11966,1788,249,51,,35,4.5,4.6,,58,High Protein,18.2,64,127,66,4,Stressed,0.26,No,,29,26.23
U0746,User746,19,Female,152.0,58.0,Weight Loss,Low,5560,2492,789,104,366.0,116,4.1,4.6,Mixed,107,Keto,33.3,100,129,79,2,Tired,-2.48,No,Free,37,25.1
U0747,User747,31,Female,177.0,61.0,Weight Loss,Low,17774,2128,924,49,311.0,72,1.5,7.4,Yoga,115,Keto,8.6,83,125,65,3,Energetic,-1.81,No,Free,13,19.47
U0748,User748,26,Female,178.0,93.0,Muscle Gain,Medium,10078,2192,776,146,379.0,61,2.7,7.1,Cardio,56,Vegan,26.7,69,124,93,2,Tired,2.66,No,Free,41,29.35
U0749,User749,44,Female,159.0,96.0,Weight Loss,Medium,15584,1732,1014,99,389.0,30,2.3,3.7,Strength,147,Keto,15.9,65,135,94,1,Tired,1.21,No,Premium,21,37.97
U0750,User750,34,Female,172.0,50.0,Maintain Fitness,Low,16544,1528,550,61,276.0,56,3.8,5.8,Yoga,100,Balanced,13.3,81,116,85,3,Energetic,-2.93,No,Premium,38,16.9
U0751,User751,18,Female,151.0,65.0,Muscle Gain,High,17056,2794,546,141,209.0,87,1.9,9.4,Strength,62,Vegan,31.1,87,118,81,4,Tired,-1.32,No,Premium,12,28.51
U0752,User752,35,Female,184.0,94.0,Maintain Fitness,Medium,15640,2525,559,146,275.0,70,2.5,7.6,Mixed,36,Keto,25.0,93,115,93,2,Energetic,1.27,Yes,Free,25,27.76
U0753,User753,38,Male,165.0,100.0,Maintain Fitness,Medium,6595,1593,989,35,387.0,32,1.4,7.2,Strength,100,Keto,25.4,71,117,78,1,Tired,1.94,No,Free,41,36.73
U0754,User754,20,Male,176.0,102.0,Weigh Loss,High,10983,1956,313,108,296.0,60,2.4,6.9,Cardio,23,Keto,8.5,76,128,80,2,Happy,-1.87,No,Free,14,32.93
U0755,User755,38,Male,187.0,96.0,Muscle Gain,High,2036,2043,438,90,333.0,23,2.3,4.3,Mixed,119,Keto,13.3,101,143,73,1,Happy,1.96,Yes,Premium,3,27.45
U0756,User756,56,Female,187.0,106.0,Weight Loss,Medium,5946,3605,457,34,127.0,45,3.4,6.3,Strength,47,Balanced,27.8,72,119,78,4,Energetic,0.23,Yes,Premium,33,30.31
U0757,User757,48,Female,161.0,81.0,Weight Loss,High,5165,2805,981,70,331.0,92,3.2,6.8,Mixed,128,Balanced,30.7,89,128,86,1,Happy,2.04,Yes,Free,37,31.25
U0758,User758,44,Male,179.0,106.0,Maintain Fitness,Low,4290,2907,204,102,148.0,24,2.1,3.9,Cardio,137,Keto,24.6,83,137,87,3,Tired,2.37,Yes,Premium,12,33.08
U0759,User759,42,Male,161.0,107.0,Weight Loss,Medium,14037,1722,1032,100,100.0,22,2.0,5.2,Yoga,125,Vegan,21.3,96,116,65,2,Stressed,1.72,Yes,Free,26,41.28
U0760,User760,39,Female,158.0,104.0,Maintain Fitness,High,12682,3583,492,63,396.0,82,2.5,9.2,Cardio,30,Keto,11.9,79,142,73,4,Stressed,-2.54,Yes,Premium,22,41.66
U0761,User761,56,Female,194.0,91.0,Muscle Gain,Medium,14896,2635,574,144,258.0,47,3.9,5.4,Strength,109,Keto,34.2,59,111,79,1,Tired,0.86,Yes,Free,44,24.18
U0762,User762,28,Male,180.0,83.0,Muscle Gain,High,4348,1804,1113,102,160.0,83,3.0,6.0,Yoga,96,Vegan,34.5,61,135,72,1,Tired,-2.78,No,Premium,8,25.62
U0763,,50,Female,,,Muscle Gain,Low,8923,1472,675,90,,37,1.9,4.3,,138,Keto,15.3,74,128,71,1,Happy,-2.72,Yes,,38,37.55
U0764,,37,Female,,,Muscle Gain,High,17254,2690,1088,56,,92,4.2,5.4,,111,High Protein,24.4,62,109,76,3,Happy,-2.35,No,,4,18.07
U0765,User765,31,Female,160.0,97.0,Maintain Fitness,High,15388,3138,361,134,333.0,95,1.9,4.8,Yoga,91,Vegan,20.2,55,125,76,2,Happy,2.54,No,Free,34,37.89
U0766,User766,23,mal,171.0,96.0,Weight Loss,High,9118,3731,1112,75,211.0,72,4.4,8.3,Mixed,65,Vegan,28.4,86,114,79,2,Stressed,2.41,No,Premium,44,32.83
U0767,User767,24,Male,171.0,47.0,Weight Loss,Medium,4709,2106,586,144,272.0,62,2.5,4.9,Strength,91,High Protein,8.4,74,131,77,2,Happy,-2.22,Yes,Premium,19,16.07
U0768,User768,45,Male,166.0,104.0,Weight Loss,Low,6967,2609,605,78,297.0,106,3.5,4.0,Mixed,24,High Protein,31.7,88,137,66,1,Energetic,2.63,No,Premium,13,37.74
U0769,,46,Male,,,Muscle Gain,Medium,10394,1626,455,32,,86,3.7,6.2,,136,Vegan,24.8,55,137,81,1,Energetic,-0.77,No,,35,21.01
U0770,User770,24,Female,151.0,63.0,Muscle Gain,High,13420,3504,812,50,139.0,90,3.2,8.7,Mixed,58,Keto,21.1,90,135,92,3,Energetic,-2.96,Yes,Premium,10,27.63
U0771,,59,Female,,,Muscle Gain,Medium,8355,3178,1178,113,,58,3.4,5.5,,86,Balanced,29.9,96,105,69,5,Stressed,0.38,No,,0,17.44
